RM204 - Number of Dwellings,,
ONS Crown Copyright Reserved [from Nomis on 27 November 2024],,
Barnet 043B,E01033922,720
Barnet 043C,E01033923,594
Barnet 043D,E01033924,603
Barnet 043E,E01033925,652
Bexley 001A,E01000466,621
Bexley 001B,E01000467,634
Bexley 001C,E01000468,992
Bexley 001D,E01000469,677
Bexley 002A,E01000416,540
Bexley 002B,E01000418,771
Bexley 002C,E01000422,557
Bexley 002D,E01000464,575
Bexley 002E,E01000465,744
Bexley 002F,E01000470,598
Bexley 003A,E01000333,866
Bexley 003B,E01000335,1104
Bexley 003C,E01000336,846
Bexley 003D,E01000337,675
Bexley 003E,E01000338,722
Bexley 004A,E01000403,1146
Bexley 004B,E01000404,1065
Bexley 004C,E01000405,644
Bexley 004D,E01000408,612
Bexley 005A,E01000332,638
Bexley 005B,E01000402,673
Bexley 005C,E01000406,825
Bexley 005D,E01000407,780
Bexley 006A,E01000334,663
Bexley 006B,E01000417,736
Bexley 006C,E01000419,611
Bexley 006D,E01000420,618
Bexley 006E,E01000442,642
Bexley 007A,E01000437,513
Bexley 007B,E01000438,626
Bexley 007C,E01000439,539
Bexley 007D,E01000440,525
Bexley 007E,E01000441,724
Bexley 008A,E01000373,487
Bexley 008B,E01000429,750
Bexley 008C,E01000430,721
Bexley 008D,E01000431,446
Bexley 008F,E01000433,750
Bexley 008G,E01000434,610
Bexley 008H,E01033789,625
Bexley 008I,E01033790,512
Bexley 009A,E01000356,653
Bexley 009B,E01000357,496
Bexley 009C,E01000359,510
Bexley 009D,E01000421,615
Bexley 009E,E01000450,656
Bexley 009F,E01000451,631
Bexley 009G,E01000452,503
Bexley 010A,E01000367,816
Bexley 010B,E01000368,640
Bexley 010C,E01000372,610
Bexley 010D,E01000380,937
Bexley 010E,E01000435,606
Bexley 011A,E01000353,667
Bexley 011B,E01000354,627
Bexley 011C,E01000355,622
Bexley 011D,E01000358,694
Bexley 011E,E01000436,631
Bexley 013A,E01000401,721
Bexley 013B,E01000453,526
Bexley 013C,E01000454,650
Bexley 013D,E01000455,625
Bexley 013E,E01000456,489
Bexley 014A,E01000325,599
Bexley 014B,E01000326,561
Bexley 014C,E01000369,641
Bexley 014D,E01000370,663
Bexley 014E,E01000371,652
Bexley 015A,E01000360,820
Bexley 015B,E01000362,860
Bexley 015C,E01000365,741
Bexley 015D,E01000366,691
Bexley 015E,E01000394,712
Bexley 016A,E01000388,623
Bexley 016B,E01000392,812
Bexley 016C,E01000409,664
Bexley 016D,E01000411,567
Bexley 016E,E01000414,774
Bexley 016F,E01000415,522
Bexley 017A,E01000327,640
Bexley 017B,E01000328,623
Bexley 017C,E01000329,675
Bexley 017D,E01000330,803
Bexley 017E,E01000331,631
Bexley 018A,E01000340,649
Bexley 018B,E01000395,548
Bexley 018C,E01000396,514
Bexley 018D,E01000410,617
Bexley 018E,E01000412,660
Bexley 018F,E01000413,541
Bexley 019A,E01000374,542
Bexley 019B,E01000375,818
Bexley 019C,E01000376,640
Bexley 019D,E01000377,677
Bexley 019F,E01000379,687
Bexley 019G,E01033791,674
Bexley 019H,E01033792,610
Bexley 020A,E01000348,538
Bexley 020B,E01000349,671
Bexley 020C,E01000361,618
Bexley 020D,E01000363,580
Bexley 020E,E01000389,741
Bexley 020F,E01000390,529
Bexley 020G,E01000393,650
Bexley 021A,E01000346,630
Bexley 021B,E01000347,652
Bexley 021C,E01000350,530
Bexley 021D,E01000352,716
Bexley 021E,E01000391,661
Bexley 022A,E01000341,637
Bexley 022B,E01000342,652
Bexley 022C,E01000343,581
Bexley 022D,E01000345,497
Bexley 022E,E01000460,499
Bexley 023A,E01000364,669
Bexley 023B,E01000444,654
Bexley 023C,E01000447,932
Bexley 023D,E01000448,524
Bexley 023E,E01000449,672
Bexley 024A,E01000351,636
Bexley 024B,E01000443,529
Bexley 024C,E01000445,693
Bexley 024D,E01000446,610
Bexley 024E,E01000461,582
Bexley 025A,E01000339,621
Bexley 025B,E01000344,658
Bexley 025C,E01000423,624
Bexley 025D,E01000425,616
Bexley 025E,E01000463,468
Bexley 026A,E01000424,777
Bexley 026B,E01000426,760
Bexley 026C,E01000427,955
Bexley 026D,E01000457,1041
Bexley 026E,E01000462,902
Bexley 027A,E01000382,605
Bexley 027B,E01000384,794
Bexley 027C,E01000387,638
Bexley 027D,E01000428,1030
Bexley 027E,E01000458,716
Bexley 027F,E01000459,939
Bexley 028A,E01000381,682
Bexley 028B,E01000383,647
Bexley 028C,E01000385,801
Bexley 028D,E01000386,681
Bexley 029A,E01000398,623
Bexley 029B,E01000399,655
Bexley 029C,E01000400,612
Bexley 029D,E01032566,800
Brent 001A,E01000587,469
Brent 001B,E01000589,895
Brent 001C,E01000590,641
Brent 001D,E01000592,638
Brent 001E,E01000593,687
Brent 001F,E01000594,574
Brent 002A,E01000513,481
Brent 002B,E01000514,512
Brent 002C,E01000516,783
Brent 002D,E01000520,644
Brent 002F,E01033929,672
Brent 002G,E01033930,606
Brent 003A,E01000515,679
Brent 003B,E01000517,518
Brent 003E,E01000543,508
Brent 003F,E01000591,669
Brent 003G,E01033463,940
Brent 004A,E01000536,527
Brent 004B,E01000538,497
Brent 004C,E01000539,566
Brent 004D,E01000540,496
Brent 004E,E01000541,514
Brent 005A,E01000518,651
Brent 005B,E01000519,662
Brent 005C,E01000623,581
Brent 005D,E01000624,604
Brent 005E,E01000629,634
Brent 006A,E01000480,536
Brent 006B,E01000484,634
Brent 006C,E01000485,538
Brent 006D,E01000486,537
Brent 006E,E01000487,735
Brent 007A,E01000572,471
Brent 007B,E01000573,496
Brent 007C,E01000574,470
Brent 007D,E01000575,687
Brent 007E,E01000577,877
Brent 008A,E01000562,488
Brent 008B,E01000563,499
Brent 008C,E01000566,474
Brent 008D,E01000568,683
Brent 008E,E01000569,492
Brent 009A,E01000479,529
Brent 009B,E01000481,625
Brent 009D,E01000483,677
Brent 009E,E01000625,617
Brent 009F,E01033931,508
Brent 009G,E01033932,539
Brent 010B,E01000498,549
Brent 010D,E01000622,725
Brent 010E,E01000626,628
Brent 010G,E01033933,443
Brent 010H,E01033934,488
Brent 011A,E01000497,713
Brent 011B,E01000499,608
Brent 011C,E01000501,796
Brent 011D,E01000502,674
Brent 011E,E01000503,802
Brent 012A,E01000570,541
Brent 012B,E01000571,505
Brent 012C,E01000576,595
Brent 012D,E01000578,889
Brent 013A,E01000564,506
Brent 013B,E01000565,497
Brent 013C,E01000607,714
Brent 013D,E01000608,858
Brent 013E,E01000613,665
Brent 014A,E01000506,697
Brent 014B,E01000509,480
Brent 014C,E01000510,607
Brent 014D,E01000511,590
Brent 014E,E01000627,728
Brent 014F,E01000628,694
Brent 015A,E01000553,795
Brent 015B,E01000554,801
Brent 015C,E01000555,547
Brent 015D,E01000556,991
Brent 015E,E01000557,866
Brent 015F,E01000558,700
Brent 016A,E01000567,474
Brent 016B,E01000606,614
Brent 016C,E01000609,649
Brent 016D,E01000611,623
Brent 018A,E01000504,730
Brent 018B,E01000505,589
Brent 018C,E01000507,538
Brent 018D,E01000512,682
Brent 018E,E01000559,690
Brent 019A,E01000610,713
Brent 019B,E01000612,569
Brent 019C,E01000631,606
Brent 019D,E01000633,663
Brent 019E,E01000634,786
Brent 020A,E01000616,655
Brent 020B,E01000620,529
Brent 020C,E01000621,521
Brent 020E,E01000636,923
Brent 020F,E01033935,579
Brent 020G,E01033936,607
Brent 021A,E01000596,685
Brent 021B,E01000601,569
Brent 021C,E01000602,523
Brent 021D,E01000603,642
Brent 021E,E01000604,549
Brent 021F,E01000605,612
Brent 022A,E01000488,571
Brent 022B,E01000637,644
Brent 022C,E01000639,798
Brent 022D,E01000642,1115
Brent 022E,E01000644,803
Brent 023A,E01000490,951
Brent 023B,E01000494,781
Brent 023C,E01000495,851
Brent 023D,E01000560,709
Brent 023E,E01000561,873
Brent 024A,E01000638,838
Brent 024B,E01000640,872
Brent 024C,E01000641,791
Brent 024D,E01000643,937
Brent 025A,E01000508,912
Brent 025B,E01000521,1006
Brent 025C,E01000522,742
Brent 025D,E01000526,870
Brent 025E,E01000527,839
Brent 025F,E01000528,773
Brent 026A,E01000471,503
Brent 026B,E01000474,529
Brent 026C,E01000476,603
Brent 026D,E01000477,726
Brent 026E,E01000630,980
Brent 027A,E01000595,688
Brent 027D,E01000599,728
Brent 027F,E01033456,918
Brent 027G,E01033937,532
Brent 027H,E01033938,525
Brent 027I,E01033939,972
Brent 028A,E01000545,1013
Brent 028B,E01000546,838
Brent 028C,E01000547,753
Brent 028D,E01000548,1112
Brent 028E,E01000549,940
Brent 029A,E01000472,951
Brent 029B,E01000473,811
Brent 029C,E01000475,630
Brent 029D,E01000478,798
Brent 029E,E01000632,619
Brent 030A,E01000489,720
Brent 030B,E01000491,937
Brent 030C,E01000492,467
Brent 030D,E01000493,584
Brent 030E,E01000581,623
Brent 031A,E01000523,961
Brent 031B,E01000524,1103
Brent 031C,E01000525,836
Brent 031E,E01000533,951
Brent 031F,E01000535,915
Brent 031G,E01033455,575
Brent 031H,E01033485,813
Brent 032A,E01000579,694
Brent 032B,E01000580,940
Brent 032C,E01000582,721
Brent 032D,E01000583,983
Brent 032E,E01000586,1217
Brent 033A,E01000530,698
Brent 033B,E01000531,905
Brent 033C,E01000532,650
Brent 033D,E01000534,696
Brent 033E,E01000584,586
Brent 033F,E01000585,638
Brent 034A,E01000544,848
Brent 034B,E01000550,990
Brent 034C,E01000551,1216
Brent 034D,E01000552,714
Brent 035A,E01033457,614
Brent 035B,E01033940,848
Brent 035C,E01033941,793
Brent 035D,E01033942,1893
Brent 036A,E01000615,938
Brent 036B,E01000617,1175
Brent 036D,E01000618,501
Brent 036C,E01000619,491
Bromley 001A,E01000779,619
Bromley 001B,E01000780,672
Bromley 001C,E01000781,648
Bromley 001D,E01000782,688
Bromley 001E,E01000783,658
Bromley 001F,E01000785,655
Bromley 002A,E01000689,645
Bromley 002B,E01000690,549
Bromley 002C,E01000691,664
Bromley 002D,E01000692,704
Bromley 002E,E01000784,612
Bromley 004A,E01000799,809
Bromley 004B,E01000802,834
Bromley 004C,E01000803,775
Bromley 004D,E01000804,586
Bromley 004E,E01000805,825
Bromley 005B,E01000741,992
Bromley 005C,E01000742,1097
Bromley 005D,E01000745,969
Bromley 005E,E01000746,1032
Bromley 005F,E01034383,652
Bromley 005G,E01034384,640
Bromley 006A,E01000709,815
Bromley 006B,E01000710,1206
Bromley 006C,E01000711,1093
Bromley 006D,E01000714,1178
Bromley 006E,E01000718,987
Bromley 007A,E01000645,570
Bromley 007B,E01000649,847
Bromley 007C,E01000694,916
Bromley 007D,E01000695,645
Bromley 007E,E01000696,719
Bromley 007F,E01000697,835
Bromley 008A,E01000674,831
Bromley 008B,E01000676,1065
Bromley 008C,E01000820,748
Bromley 008D,E01000822,755
Bromley 008E,E01000823,773
Bromley 008F,E01000824,597
Bromley 008G,E01000825,882
Bromley 009A,E01000743,963
Bromley 009B,E01000744,725
Bromley 009C,E01000796,656
Bromley 009D,E01000798,762
Bromley 009E,E01000800,855
Bromley 009F,E01000806,816
Bromley 010A,E01000693,687
Bromley 010B,E01000698,455
Bromley 010C,E01000736,648
Bromley 010D,E01000737,609
Bromley 011A,E01000672,730
Bromley 011B,E01000673,656
Bromley 011C,E01000716,763
Bromley 011D,E01000717,925
Bromley 011E,E01000828,803
Bromley 012A,E01000712,941
Bromley 012B,E01000713,928
Bromley 012C,E01000715,971
Bromley 012D,E01000770,738
Bromley 012E,E01000772,798
Bromley 013A,E01000700,695
Bromley 013B,E01000702,674
Bromley 013C,E01000703,741
Bromley 013D,E01000706,633
Bromley 013E,E01000797,728
Bromley 014A,E01000729,879
Bromley 014B,E01000730,697
Bromley 014C,E01000735,575
Bromley 014D,E01000738,670
Bromley 014E,E01000739,659
Bromley 015A,E01000699,725
Bromley 015B,E01000701,639
Bromley 015C,E01000704,628
Bromley 015D,E01000705,606
Bromley 015E,E01000801,702
Bromley 016A,E01000646,826
Bromley 016B,E01000647,667
Bromley 016C,E01000648,755
Bromley 016D,E01000653,635
Bromley 016E,E01000678,729
Bromley 018A,E01000670,863
Bromley 018C,E01000677,843
Bromley 018D,E01000762,781
Bromley 018E,E01000829,744
Bromley 018F,E01034385,637
Bromley 018G,E01034386,743
Bromley 019A,E01000719,900
Bromley 019B,E01000720,699
Bromley 019C,E01000721,633
Bromley 019D,E01000724,697
Bromley 019E,E01000728,719
Bromley 020A,E01000651,650
Bromley 020B,E01000668,1021
Bromley 020C,E01000669,768
Bromley 020D,E01000671,1088
Bromley 020E,E01000679,706
Bromley 021A,E01000826,574
Bromley 021B,E01000827,827
Bromley 021C,E01000830,563
Bromley 021D,E01000831,832
Bromley 021E,E01000833,504
Bromley 022A,E01000650,814
Bromley 022B,E01000652,695
Bromley 022C,E01000807,662
Bromley 022D,E01000809,665
Bromley 023A,E01000722,809
Bromley 023B,E01000725,812
Bromley 023C,E01000731,537
Bromley 023D,E01000732,596
Bromley 023E,E01000733,661
Bromley 024A,E01000769,474
Bromley 024B,E01000773,625
Bromley 024C,E01000775,897
Bromley 024D,E01000777,575
Bromley 024E,E01000778,648
Bromley 025A,E01000808,641
Bromley 025B,E01000810,612
Bromley 025C,E01000811,590
Bromley 025D,E01000813,643
Bromley 025E,E01000815,571
Bromley 026A,E01000661,1232
Bromley 026B,E01000662,678
Bromley 026C,E01000663,685
Bromley 026D,E01000664,617
Bromley 027A,E01000763,539
Bromley 027B,E01000764,679
Bromley 027C,E01000766,661
Bromley 027D,E01000767,612
Bromley 027E,E01000834,473
Bromley 028A,E01000727,810
Bromley 028B,E01000734,524
Bromley 028C,E01000790,1123
Bromley 028D,E01000812,697
Bromley 028E,E01000814,593
Bromley 029A,E01000723,570
Bromley 029B,E01000726,595
Bromley 029C,E01000787,694
Bromley 029D,E01000788,640
Bromley 029E,E01000791,636
Bromley 030A,E01000832,612
Bromley 030B,E01000835,731
Bromley 030C,E01000836,506
Bromley 030D,E01000837,684
Bromley 030E,E01000838,563
Bromley 030F,E01000839,558
Bromley 030G,E01000840,709
Bromley 030H,E01000841,686
Bromley 031A,E01000753,776
Bromley 031B,E01000754,773
Bromley 031C,E01000755,645
Bromley 031D,E01000757,610
Bromley 031E,E01000758,571
Bromley 032A,E01000786,652
Bromley 032B,E01000789,690
Bromley 032C,E01000792,590
Bromley 032D,E01000793,649
Bromley 032E,E01000795,548
Bromley 033A,E01000665,776
Bromley 033B,E01000666,850
Bromley 033C,E01000667,664
Bromley 033D,E01000756,673
Bromley 034A,E01000759,582
Bromley 034B,E01000760,607
Bromley 034C,E01000761,585
Bromley 034D,E01000765,731
Bromley 034E,E01000768,631
Bromley 035A,E01000681,670
Bromley 035B,E01000682,657
Bromley 035C,E01000683,725
Bromley 035D,E01000684,764
Bromley 035E,E01000794,620
Bromley 036A,E01000749,659
Bromley 036B,E01000750,674
Bromley 036C,E01000751,924
Bromley 036D,E01000752,823
Bromley 037A,E01000680,677
Bromley 037B,E01000685,633
Bromley 037C,E01000686,653
Bromley 037D,E01000687,687
Bromley 037E,E01000688,524
Bromley 039A,E01000654,501
Bromley 039B,E01000655,508
Bromley 039C,E01000656,572
Bromley 039D,E01000657,701
Bromley 039E,E01000659,534
Bromley 040A,E01000816,631
Bromley 040B,E01000818,667
Bromley 040C,E01000819,786
Bromley 040D,E01032562,654
Bromley 040E,E01032563,603
Bromley 041A,E01000707,542
Bromley 041B,E01000708,756
Bromley 041C,E01000771,636
Bromley 041D,E01000774,605
Bromley 041E,E01032568,658
Bromley 042A,E01000658,570
Bromley 042B,E01000747,834
Bromley 042C,E01000748,739
Bromley 042D,E01032570,788
Camden 001A,E01000907,638
Camden 001B,E01000908,863
Camden 001C,E01000909,691
Camden 001D,E01000912,728
Camden 001E,E01000913,825
Camden 002A,E01000893,755
Camden 002B,E01000894,659
Camden 002C,E01000895,916
Camden 002D,E01000896,766
Camden 002E,E01000899,834
Camden 003A,E01000910,605
Camden 003B,E01000911,682
Camden 003C,E01000921,1033
Camden 003D,E01000923,700
Camden 003E,E01000928,819
Camden 004A,E01000878,945
Camden 004B,E01000879,673
Camden 004C,E01000880,669
Camden 004D,E01000884,686
Camden 004E,E01000885,638
Camden 005A,E01000871,723
Camden 005B,E01000872,1025
Camden 005C,E01000873,738
Camden 005D,E01000874,717
Camden 005E,E01000877,762
Camden 006A,E01000886,651
Camden 006B,E01000887,706
Camden 006C,E01000888,680
Camden 006D,E01000892,928
Camden 006E,E01000903,711
Camden 007A,E01000889,767
Camden 007B,E01000890,672
