"Time.period","Area.code","Area.name","Region.or.country.name","Index","Monthly.change","Annual.change","Rental.price","Index.one.bed","Monthly.change.one.bed","Annual.change.one.bed","Rental.price.one.bed","Index.two.bed","Monthly.change.two.bed","Annual.change.two.bed","Rental.price.two.bed","Index.three.bed","Monthly.change.three.bed","Annual.change.three.bed","Rental.price.three.bed","Index.four.or.more.bed","Monthly.change.four.or.more.bed","Annual.change.four.or.more.bed","Rental.price.four.or.more.bed","Index.detached","Monthly.change.detached","Annual.change.detached","Rental.price.detached","Index.semidetached","Monthly.change.semidetached","Annual.change.semidetached","Rental.price.semidetached","Index.terraced","Monthly.change.terraced","Annual.change.terraced","Rental.price.terraced","Index.flat.maisonette","Monthly.change.flat.maisonette","Annual.change.flat.maisonette","Rental.price.flat.maisonette"
45139,"E09000004","Bexley","London",103.179006,0.37029,6.06812,1255,103.250358,0.368752,6.063642,993,103.222653,0.362506,6.083827,1244,103.059492,0.381382,6.081623,1525,102.927957,0.36876,6.034446,2033,103.338124,0.392405,6.343869,1896,103.341536,0.39418,6.352312,1622,102.818668,0.347203,5.81387,1464,103.2677,0.3734,6.098009,1130
45170,"E09000004","Bexley","London",103.485625,0.297172,5.770761,1258,103.574633,0.314067,5.776549,997,103.508239,0.27667,5.77372,1247,103.372797,0.304004,5.798086,1530,103.255361,0.318091,5.698665,2040,103.660263,0.311733,6.081502,1902,103.641009,0.28979,6.049431,1627,103.12863,0.301465,5.504095,1468,103.573907,0.296517,5.804781,1133
45200,"E09000004","Bexley","London",104.146929,0.63903,5.975677,1267,104.263736,0.66532,6.034596,1003,104.146412,0.616544,5.967253,1255,104.041889,0.647262,5.980534,1540,103.942792,0.665758,5.82286,2053,104.327993,0.644153,6.294824,1915,104.304184,0.639877,6.228453,1637,103.800798,0.651776,5.683917,1478,104.23112,0.634536,6.022141,1140
45231,"E09000004","Bexley","London",104.436902,0.278427,5.780104,1270,104.585164,0.308283,5.896175,1006,104.439222,0.281152,5.78666,1259,104.308232,0.255995,5.719812,1544,104.165859,0.214606,5.494673,2058,104.616767,0.276794,6.082446,1920,104.58123,0.265614,6.002329,1641,104.061455,0.251113,5.417547,1482,104.532929,0.289558,5.855782,1144
45261,"E09000004","Bexley","London",104.829856,0.376259,5.489399,1275,105.007247,0.403579,5.655697,1010,104.844,0.387572,5.507075,1263,104.693007,0.368883,5.380935,1550,104.392926,0.217986,5.028591,2062,104.99469,0.361245,5.707928,1927,104.958935,0.361159,5.656092,1647,104.4231,0.34753,5.079701,1487,104.939162,0.388617,5.592168,1148
45292,"E09000004","Bexley","London",105.260682,0.410977,5.260682,1280,105.491998,0.461636,5.491998,1015,105.281541,0.417326,5.281541,1269,105.112434,0.400625,5.112434,1556,104.569647,0.169285,4.569647,2066,105.381854,0.368746,5.381854,1934,105.391884,0.412494,5.391884,1654,104.784379,0.345976,4.784379,1492,105.393982,0.433413,5.393982,1153
45323,"E09000004","Bexley","London",105.551691,0.276465,5.089777,1284,105.804052,0.295808,5.327515,1018,105.588563,0.29162,5.122154,1272,105.420861,0.293426,4.966837,1560,104.682974,0.108375,4.24192,2068,105.650695,0.255111,5.142064,1939,105.724038,0.31516,5.254667,1659,105.037581,0.241641,4.599808,1496,105.692777,0.283503,5.22518,1156
42005,"E09000005","Brent","London",88.082028,NA,NA,1333,87.819785,NA,NA,1031,89.519067,NA,NA,1300,87.586623,NA,NA,1495,87.422681,NA,NA,2074,87.304653,NA,NA,2120,87.219023,NA,NA,1732,87.154647,NA,NA,1534,88.582447,NA,NA,1195
42036,"E09000005","Brent","London",88.104361,0.025354,NA,1333,87.861325,0.047302,NA,1032,89.544522,0.028436,NA,1301,87.651053,0.073561,NA,1496,87.46887,0.052835,NA,2075,87.343921,0.044978,NA,2121,87.255957,0.042346,NA,1733,87.177024,0.025676,NA,1535,88.599729,0.019509,NA,1195
42064,"E09000005","Brent","London",88.861251,0.859084,NA,1345,88.636961,0.882795,NA,1041,90.3153,0.860776,NA,1312,88.412234,0.868422,NA,1509,88.198755,0.83445,NA,2093,88.103232,0.869335,NA,2139,87.995782,0.847879,NA,1747,87.916369,0.848095,NA,1548,89.369516,0.868837,NA,1205
42095,"E09000005","Brent","London",90.014795,1.298141,NA,1362,89.823737,1.338917,NA,1055,91.509788,1.322576,NA,1329,89.572981,1.31288,NA,1529,89.298588,1.246994,NA,2119,89.266382,1.320212,NA,2167,89.123287,1.281317,NA,1770,89.022127,1.257739,NA,1567,90.557078,1.328822,NA,1221
42125,"E09000005","Brent","London",91.280146,1.405714,NA,1381,91.110427,1.432462,NA,1070,92.828483,1.441042,NA,1348,90.832751,1.406418,NA,1550,90.52008,1.367874,NA,2148,90.563897,1.453532,NA,2199,90.367452,1.396004,NA,1794,90.246003,1.3748,NA,1589,91.849006,1.426645,NA,1239
42156,"E09000005","Brent","London",92.444227,1.275284,NA,1399,92.311849,1.318643,NA,1084,94.038165,1.303136,NA,1366,92.043474,1.332915,NA,1571,91.583936,1.17527,NA,2173,91.769729,1.33147,NA,2228,91.529739,1.286179,NA,1818,91.354597,1.228414,NA,1608,93.04424,1.301303,NA,1255
42186,"E09000005","Brent","London",93.578132,1.226583,NA,1416,93.443759,1.22618,NA,1097,95.233026,1.270613,NA,1383,93.21048,1.267886,NA,1591,92.655477,1.17001,NA,2199,92.965625,1.303149,NA,2257,92.652077,1.226201,NA,1840,92.442189,1.190517,NA,1627,94.2045,1.246998,NA,1271
42217,"E09000005","Brent","London",94.087896,0.544747,NA,1424,93.901937,0.490326,NA,1103,95.744041,0.536594,NA,1391,93.76281,0.592562,NA,1600,93.194074,0.58129,NA,2211,93.58245,0.663497,NA,2272,93.221876,0.614988,NA,1851,92.944392,0.543262,NA,1636,94.695386,0.521085,NA,1277
42248,"E09000005","Brent","London",94.202191,0.121477,NA,1426,93.960491,0.062356,NA,1103,95.848968,0.109591,NA,1392,93.86125,0.104987,NA,1602,93.414803,0.236849,NA,2217,93.805453,0.238296,NA,2277,93.358607,0.146672,NA,1854,93.072504,0.137837,NA,1639,94.787583,0.097362,NA,1278
42278,"E09000005","Brent","London",94.399467,0.209418,NA,1429,94.112384,0.161656,NA,1105,96.005644,0.163462,NA,1394,94.064758,0.216819,NA,1605,93.688355,0.292835,NA,2223,94.032776,0.242335,NA,2283,93.586503,0.244108,NA,1858,93.302952,0.2476,NA,1643,94.951223,0.172639,NA,1281
42309,"E09000005","Brent","London",94.562986,0.173219,NA,1431,94.215402,0.109463,NA,1106,96.178116,0.179648,NA,1397,94.247929,0.194729,NA,1608,93.881278,0.205921,NA,2228,94.195253,0.172787,NA,2287,93.725115,0.148112,NA,1861,93.491085,0.201636,NA,1646,95.103486,0.160358,NA,1283
42339,"E09000005","Brent","London",94.594589,0.03342,NA,1432,94.221981,0.006983,NA,1107,96.196871,0.0195,NA,1397,94.310173,0.066043,NA,1609,93.901848,0.02191,NA,2228,94.178953,-0.017304,NA,2287,93.762288,0.039661,NA,1862,93.540438,0.052789,NA,1647,95.123862,0.021426,NA,1283
42370,"E09000005","Brent","London",94.919564,0.343546,7.762692,1437,94.563536,0.3625,7.67908,1111,96.550842,0.367965,7.855059,1402,94.672053,0.383712,8.089626,1616,94.170909,0.286534,7.719082,2235,94.473595,0.312853,8.211408,2294,94.064106,0.321898,7.848154,1868,93.827586,0.306977,7.656435,1652,95.481318,0.375779,7.788079,1288
42401,"E09000005","Brent","London",95.819588,0.948196,8.756919,1450,95.54341,1.036206,8.74342,1122,97.50866,0.992035,8.894054,1416,95.594832,0.974711,9.062959,1631,94.948988,0.826242,8.551748,2253,95.306394,0.881516,9.116231,2314,94.872701,0.859621,8.729197,1884,94.655168,0.882025,8.578113,1666,96.450561,1.015112,8.861011,1301
42430,"E09000005","Brent","London",96.552487,0.764874,8.655332,1461,96.311514,0.803933,8.658412,1131,98.303747,0.815401,8.845065,1428,96.373098,0.814129,9.004256,1645,95.579206,0.663744,8.367977,2268,96.025589,0.754614,8.992131,2331,95.551109,0.715071,8.58601,1897,95.322359,0.704865,8.423904,1678,97.237212,0.815601,8.803557,1311
42461,"E09000005","Brent","London",96.946638,0.408225,7.700782,1467,96.720712,0.424869,7.678344,1136,98.737996,0.441742,7.898836,1434,96.785599,0.428025,8.052225,1652,95.916389,0.352779,7.410869,2276,96.440911,0.432511,8.037213,2341,95.903505,0.368804,7.607684,1904,95.6772,0.372254,7.475752,1684,97.659198,0.433976,7.842701,1317
42491,"E09000005","Brent","London",96.976491,0.030792,6.240508,1468,96.767288,0.048155,6.208796,1136,98.742291,0.00435,6.370682,1434,96.823158,0.038807,6.594986,1652,95.938238,0.022779,5.985587,2276,96.531863,0.094309,6.589784,2344,95.970027,0.069364,6.199772,1906,95.702986,0.02695,6.046787,1685,97.680506,0.021818,6.349007,1317
42522,"E09000005","Brent","London",97.338779,0.373583,5.2946,1473,97.112784,0.357038,5.200778,1141,99.092126,0.354292,5.374373,1439,97.172124,0.360416,5.571986,1658,96.340676,0.419476,5.193859,2286,96.927997,0.410366,5.620882,2353,96.345737,0.391487,5.261676,1913,96.075735,0.389486,5.167926,1691,98.031747,0.359582,5.36036,1322
42552,"E09000005","Brent","London",97.793627,0.467284,4.504787,1480,97.543629,0.443655,4.387528,1146,99.50779,0.419472,4.488741,1445,97.616817,0.457634,4.727297,1666,96.851424,0.530148,4.528547,2298,97.417178,0.504685,4.788386,2365,96.850108,0.5235,4.530962,1923,96.559124,0.503133,4.453523,1700,98.458172,0.434987,4.515359,1328
42583,"E09000005","Brent","London",98.333172,0.551718,4.512032,1488,98.063055,0.532506,4.431344,1152,100.031538,0.526338,4.478082,1453,98.135549,0.531397,4.663617,1675,97.466121,0.634681,4.584033,2313,97.978633,0.576341,4.697658,2379,97.412686,0.580875,4.495522,1934,97.101805,0.56202,4.473011,1709,98.988967,0.539107,4.534098,1335
42614,"E09000005","Brent","London",98.831556,0.506832,4.914286,1496,98.554515,0.501168,4.889316,1157,100.503747,0.47206,4.856368,1460,98.623061,0.496774,5.073246,1683,98.019906,0.568181,4.929735,2326,98.460263,0.491567,4.962196,2390,97.935837,0.537046,4.902848,1945,97.611939,0.52536,4.87731,1718,99.475732,0.491737,4.945953,1342
42644,"E09000005","Brent","London",99.082351,0.25376,4.96071,1500,98.77235,0.221029,4.951491,1160,100.75167,0.246681,4.943486,1463,98.878637,0.259144,5.117622,1687,98.318468,0.304593,4.942037,2333,98.707149,0.250746,4.971004,2396,98.20036,0.270099,4.930046,1950,97.875202,0.269704,4.900434,1723,99.716607,0.242144,5.01877,1345
42675,"E09000005","Brent","London",99.265761,0.185109,4.973167,1502,98.922092,0.151603,4.995669,1162,100.931885,0.17887,4.942672,1466,99.098228,0.222082,5.146319,1691,98.505361,0.19009,4.925459,2337,98.853684,0.148454,4.945506,2400,98.409165,0.212631,4.997646,1954,98.072497,0.201577,4.900373,1727,99.888897,0.172779,5.031794,1347
42705,"E09000005","Brent","London",99.347194,0.082036,5.024183,1504,98.97094,0.049381,5.040181,1162,101.009471,0.07687,5.002866,1467,99.201815,0.104529,5.186759,1693,98.594961,0.090959,4.997892,2340,98.951136,0.098582,5.067144,2402,98.519119,0.111732,5.073289,1956,98.162439,0.09171,4.941179,1728,99.958888,0.070069,5.082874,1348
42736,"E09000005","Brent","London",99.731864,0.387197,5.069871,1509,99.323706,0.356434,5.033832,1166,101.387115,0.37387,5.009043,1473,99.616107,0.417625,5.222295,1700,98.973682,0.384118,5.100061,2348,99.309839,0.362506,5.11915,2411,98.936695,0.423853,5.180072,1965,98.559227,0.404216,5.04291,1735,100.330845,0.37211,5.079033,1353
42767,"E09000005","Brent","London",100.391005,0.660913,4.770859,1519,99.95094,0.631505,4.613118,1174,102.051536,0.655331,4.658946,1482,100.278672,0.665118,4.899679,1711,99.630125,0.66325,4.93016,2364,99.911084,0.605423,4.831459,2426,99.598417,0.668834,4.981113,1978,99.229131,0.679697,4.832238,1747,100.985461,0.652457,4.701787,1362
42795,"E09000005","Brent","London",100.749789,0.357386,4.347171,1525,100.314492,0.363731,4.156282,1178,102.378045,0.319945,4.144601,1487,100.646476,0.366782,4.434202,1717,99.971576,0.342719,4.595529,2372,100.233578,0.322781,4.382153,2434,99.984346,0.387484,4.63965,1985,99.604374,0.378158,4.492141,1754,101.332253,0.343408,4.211392,1367
42826,"E09000005","Brent","London",100.453405,-0.294178,3.617213,1520,100.071093,-0.242637,3.463975,1175,102.037941,-0.332204,3.342123,1482,100.305618,-0.338668,3.636925,1712,99.706607,-0.265044,3.951585,2366,99.923553,-0.309302,3.611167,2426,99.721854,-0.262533,3.981449,1980,99.298154,-0.307436,3.784552,1748,101.034691,-0.293649,3.456401,1363
42856,"E09000005","Brent","London",100.184487,-0.267704,3.308015,1516,99.876911,-0.194044,3.213506,1173,101.732421,-0.299418,3.028217,1478,100.004176,-0.300524,3.285389,1707,99.466394,-0.240919,3.677528,2360,99.702721,-0.221001,3.284779,2421,99.488878,-0.233626,3.666614,1976,99.018218,-0.281915,3.464084,1743,100.760816,-0.27107,3.153455,1359
42887,"E09000005","Brent","London",100.231487,0.046914,2.971795,1517,99.99004,0.113269,2.962799,1174,101.777584,0.044393,2.710061,1478,100.035748,0.03157,2.94696,1707,99.519169,0.053058,3.299223,2361,99.7474,0.044812,2.90876,2422,99.538539,0.049916,3.3139,1977,99.053028,0.035155,3.098902,1744,100.812933,0.051723,2.837026,1360
42917,"E09000005","Brent","London",100.546102,0.313888,2.814575,1522,100.360045,0.370042,2.887339,1179,102.094428,0.311311,2.599432,1483,100.362788,0.326923,2.81301,1713,99.805866,0.288082,3.050489,2368,100.074669,0.328098,2.727949,2430,99.827795,0.290597,3.074532,1982,99.362793,0.312726,2.903578,1749,101.133739,0.318219,2.717466,1364
42948,"E09000005","Brent","London",100.290653,-0.254062,1.990662,1518,100.150549,-0.208744,2.128726,1176,101.822542,-0.266309,1.79044,1479,100.101086,-0.260756,2.00288,1708,99.500503,-0.305957,2.087271,2361,99.793487,-0.280972,1.852296,2423,99.55029,-0.277984,2.194379,1977,99.100817,-0.263656,2.058676,1745,100.887712,-0.243269,1.918138,1361
42979,"E09000005","Brent","London",99.501149,-0.787216,0.677509,1506,99.399201,-0.750219,0.857074,1167,100.986996,-0.82059,0.480828,1467,99.279456,-0.820801,0.665559,1694,98.716901,-0.787536,0.711075,2342,99.007118,-0.787996,0.555407,2404,98.765666,-0.788169,0.847319,1961,98.308034,-0.799976,0.713125,1731,100.099532,-0.781245,0.627088,1350
43009,"E09000005","Brent","London",99.143486,-0.359456,0.061701,1500,99.094256,-0.306788,0.325907,1164,100.578756,-0.404251,-0.171624,1461,98.909931,-0.372207,0.031648,1688,98.290085,-0.432363,-0.028868,2332,98.566383,-0.445155,-0.14261,2393,98.419525,-0.350467,0.223181,1954,97.951599,-0.362569,0.078055,1724,99.744624,-0.354555,0.028097,1345
43040,"E09000005","Brent","London",99.027499,-0.116989,-0.240024,1499,99.031053,-0.06378,0.110149,1163,100.448841,-0.129167,-0.478584,1459,98.796744,-0.114434,-0.304228,1686,98.072478,-0.221393,-0.439451,2327,98.341418,-0.228237,-0.518206,2388,98.277111,-0.144701,-0.134189,1951,97.803623,-0.151071,-0.274158,1722,99.655631,-0.089221,-0.233525,1344
43070,"E09000005","Brent","London",99.594465,0.572534,0.248896,1507,99.607299,0.581884,0.642975,1170,101.032901,0.58145,0.023196,1467,99.366034,0.576223,0.16554,1696,98.513213,0.449396,-0.082913,2338,98.81015,0.476637,-0.142481,2399,98.798706,0.530739,0.283789,1962,98.34002,0.548443,0.180905,1731,100.251252,0.597679,0.292484,1352
43101,"E09000005","Brent","London",99.694208,0.100149,-0.037757,1509,99.732289,0.125483,0.411365,1171,101.171744,0.137424,-0.212424,1469,99.455281,0.089817,-0.161446,1697,98.521708,0.008624,-0.456661,2338,98.877859,0.068524,-0.434983,2401,98.824515,0.026123,-0.113385,1962,98.382237,0.042929,-0.179577,1732,100.394255,0.142644,0.0632,1354
43132,"E09000005","Brent","London",99.455243,-0.239699,-0.932118,1505,99.512419,-0.22046,-0.438736,1169,100.928947,-0.239986,-1.100022,1466,99.195281,-0.261423,-1.080379,1693,98.284859,-0.240403,-1.35026,2332,98.677438,-0.202695,-1.234744,2396,98.575619,-0.251857,-1.026922,1957,98.128513,-0.257895,-1.109168,1728,100.162381,-0.230963,-0.815047,1351
43160,"E09000005","Brent","London",98.848282,-0.610285,-1.887355,1496,98.986276,-0.528721,-1.324053,1163,100.327977,-0.595438,-2.002448,1457,98.566972,-0.633406,-2.066146,1682,97.630994,-0.665275,-2.341247,2317,98.049244,-0.636613,-2.179243,2380,97.940132,-0.64467,-2.044534,1945,97.470206,-0.670862,-2.142644,1716,99.586555,-0.574893,-1.722747,1343
43191,"E09000005","Brent","London",98.295223,-0.559503,-2.14844,1488,98.462473,-0.529168,-1.607477,1156,99.744223,-0.581846,-2.247907,1449,97.989614,-0.585753,-2.308948,1672,97.110418,-0.533208,-2.603828,2304,97.489467,-0.570915,-2.435948,2367,97.432912,-0.517887,-2.295326,1935,96.913908,-0.570737,-2.401098,1706,99.026883,-0.561995,-1.987247,1336
43221,"E09000005","Brent","London",98.226344,-0.070074,-1.954538,1487,98.407104,-0.056233,-1.471618,1156,99.667673,-0.076746,-2.029587,1448,97.890626,-0.101019,-2.113462,1670,97.055607,-0.056442,-2.423721,2303,97.405722,-0.085902,-2.303848,2365,97.398105,-0.035725,-2.101515,1934,96.828955,-0.087658,-2.21097,1705,98.959437,-0.068109,-1.787778,1335
43252,"E09000005","Brent","London",98.266278,0.040656,-1.960671,1487,98.461563,0.05534,-1.52863,1156,99.691495,0.023901,-2.049655,1448,97.91215,0.021988,-2.122838,1671,97.112801,0.05893,-2.417994,2304,97.418988,0.013619,-2.334309,2365,97.455597,0.059028,-2.092598,1935,96.872558,0.045031,-2.201316,1705,98.995352,0.036293,-1.802925,1335
43282,"E09000005","Brent","London",98.363085,0.098515,-2.17116,1489,98.555329,0.095231,-1.798242,1157,99.807277,0.116141,-2.240231,1450,97.982944,0.072304,-2.371241,1672,97.204234,0.094151,-2.606693,2307,97.518063,0.1017,-2.554698,2368,97.555548,0.102561,-2.276167,1937,96.936603,0.066114,-2.441748,1707,99.106431,0.112207,-2.004581,1337
43313,"E09000005","Brent","London",98.378286,0.015453,-1.906825,1489,98.539493,-0.016068,-1.608634,1157,99.809482,0.002209,-1.977028,1450,97.989606,0.006799,-2.109348,1672,97.263907,0.061389,-2.247824,2308,97.503425,-0.015011,-2.294801,2367,97.614709,0.060644,-1.944324,1938,96.960357,0.024504,-2.159881,1707,99.110333,0.003936,-1.76174,1337
43344,"E09000005","Brent","London",98.270518,-0.109544,-1.2368,1487,98.40534,-0.136141,-0.999868,1156,99.668901,-0.14085,-1.305213,1448,97.875716,-0.116226,-1.413928,1670,97.226141,-0.038828,-1.510136,2307,97.43011,-0.075191,-1.592823,2365,97.588832,-0.02651,-1.191541,1938,96.861782,-0.101665,-1.471143,1705,98.980824,-0.130671,-1.117596,1335
43374,"E09000005","Brent","London",98.468279,0.201241,-0.68104,1490,98.558777,0.155923,-0.540373,1157,99.786689,0.118179,-0.787509,1449,98.085433,0.214269,-0.833584,1674,97.582076,0.366089,-0.720326,2315,97.645979,0.221563,-0.933791,2371,97.883444,0.301891,-0.54469,1944,97.147789,0.295273,-0.82062,1710,99.117842,0.138429,-0.628387,1337
43405,"E09000005","Brent","London",98.497314,0.029486,-0.535392,1491,98.528837,-0.030378,-0.50713,1157,99.775362,-0.011351,-0.67047,1449,98.131464,0.046929,-0.673383,1675,97.742716,0.16462,-0.336244,2319,97.709862,0.065423,-0.642208,2372,97.974569,0.093096,-0.307846,1945,97.247357,0.102491,-0.568758,1712,99.10059,-0.017405,-0.556959,1337
43435,"E09000005","Brent","London",98.794128,0.301343,-0.803596,1495,98.723417,0.197486,-0.887366,1159,100.048857,0.274111,-0.973984,1453,98.416398,0.290359,-0.955695,1679,98.234317,0.502954,-0.283105,2331,98.021918,0.31937,-0.797723,2380,98.358576,0.391945,-0.445482,1953,97.624473,0.387791,-0.727625,1719,99.342238,0.243841,-0.906736,1340
43466,"E09000005","Brent","London",98.933676,0.141251,-0.762865,1497,98.816575,0.094362,-0.918172,1161,100.16459,0.115677,-0.99549,1455,98.541117,0.126727,-0.91917,1682,98.455568,0.225228,-0.067132,2336,98.131032,0.111315,-0.755303,2382,98.54106,0.18553,-0.286826,1957,97.807962,0.187954,-0.583717,1722,99.454266,0.112769,-0.936297,1341
43497,"E09000005","Brent","London",99.112335,0.180585,-0.344786,1500,99.009998,0.195739,-0.504883,1163,100.293912,0.129109,-0.62919,1457,98.708885,0.170251,-0.490343,1684,98.669505,0.217293,0.391358,2341,98.255104,0.126435,-0.427994,2385,98.742929,0.204858,0.169728,1961,98.023716,0.220589,-0.106796,1726,99.613261,0.159868,-0.54823,1344
43525,"E09000005","Brent","London",99.107176,-0.005205,0.26191,1500,99.079494,0.07019,0.094173,1164,100.229092,-0.06463,-0.098563,1456,98.703741,-0.005211,0.138757,1684,98.589384,-0.081201,0.981645,2339,98.12955,-0.127784,0.081903,2382,98.698234,-0.045265,0.774046,1960,98.04252,0.019183,0.587167,1726,99.609112,-0.004165,0.022651,1343
43556,"E09000005","Brent","London",98.943776,-0.164872,0.659801,1497,99.001214,-0.079007,0.547154,1163,100.028998,-0.199636,0.285506,1453,98.528573,-0.177469,0.550017,1681,98.347212,-0.245637,1.273596,2334,97.872057,-0.262401,0.392442,2376,98.507972,-0.192771,1.103384,1956,97.868453,-0.177542,0.984942,1723,99.458462,-0.151241,0.435821,1341
43586,"E09000005","Brent","London",98.961828,0.018245,0.748765,1498,99.088706,0.088375,0.692635,1164,100.032813,0.003813,0.366357,1453,98.518711,-0.010009,0.64162,1681,98.32115,-0.0265,1.303936,2333,97.840291,-0.032456,0.446144,2375,98.532696,0.025099,1.164901,1957,97.862,-0.006593,1.066877,1723,99.487053,0.028746,0.533164,1342
43617,"E09000005","Brent","London",99.111145,0.150884,0.859773,1500,99.306112,0.219406,0.857745,1166,100.175431,0.142571,0.485434,1455,98.652982,0.13629,0.756629,1683,98.395581,0.075702,1.320917,2335,97.977573,0.140312,0.573384,2379,98.685633,0.155214,1.26215,1960,97.970152,0.110514,1.133029,1725,99.653201,0.167004,0.664525,1344
43647,"E09000005","Brent","London",99.02557,-0.086343,0.673509,1499,99.289951,-0.016274,0.745391,1166,100.086505,-0.08877,0.279767,1454,98.56161,-0.09262,0.590578,1682,98.201906,-0.196833,1.026367,2330,97.86266,-0.117285,0.353368,2376,98.576877,-0.110205,1.04692,1957,97.853236,-0.119339,0.9456,1723,99.586213,-0.067221,0.484107,1343
43678,"E09000005","Brent","London",98.792836,-0.235024,0.421384,1495,99.158836,-0.132053,0.628522,1165,99.793045,-0.293206,-0.016468,1449,98.297991,-0.267466,0.314712,1677,97.881304,-0.326473,0.634764,2323,97.590945,-0.27765,0.089761,2369,98.3274,-0.253079,0.730105,1952,97.616148,-0.242289,0.67635,1719,99.359912,-0.227242,0.251819,1340
43709,"E09000005","Brent","London",98.027193,-0.774998,-0.247607,1484,98.44293,-0.721979,0.038199,1156,98.962263,-0.832506,-0.708985,1437,97.495014,-0.816881,-0.388965,1664,97.14403,-0.753233,-0.084454,2305,96.84115,-0.768304,-0.604495,2351,97.585385,-0.754637,-0.003532,1938,96.882696,-0.751364,0.021591,1706,98.576131,-0.78883,-0.40886,1330
43739,"E09000005","Brent","London",97.31776,-0.723711,-1.168416,1473,97.796404,-0.656752,-0.773521,1149,98.186326,-0.784073,-1.603784,1426,96.745796,-0.768468,-1.365786,1651,96.486188,-0.677182,-1.123042,2289,96.150922,-0.712742,-1.5311,2334,96.88427,-0.718463,-1.020779,1924,96.2014,-0.703217,-0.974174,1694,97.853084,-0.73349,-1.276014,1320
43770,"E09000005","Brent","London",96.777951,-0.554687,-1.745594,1465,97.292299,-0.515463,-1.255001,1143,97.621845,-0.574908,-2.158365,1418,96.19248,-0.571928,-1.975904,1641,95.943335,-0.562622,-1.840936,2277,95.596444,-0.576675,-2.162953,2321,96.304554,-0.598359,-1.704539,1912,95.674596,-0.547605,-1.617278,1684,97.316324,-0.548537,-1.80046,1313
43800,"E09000005","Brent","London",96.660915,-0.120932,-2.159251,1463,97.235542,-0.058337,-1.507115,1142,97.500858,-0.123934,-2.546755,1416,96.056168,-0.141707,-2.398208,1639,95.739491,-0.212463,-2.539669,2272,95.446563,-0.156785,-2.627326,2317,96.14737,-0.163216,-2.248106,1909,95.530238,-0.150885,-2.145195,1682,97.219611,-0.09938,-2.136681,1311
43831,"E09000005","Brent","London",96.605867,-0.05695,-2.352898,1462,97.236027,0.000499,-1.599477,1142,97.458458,-0.043487,-2.701686,1415,95.99275,-0.066022,-2.586096,1638,95.531669,-0.21707,-2.969765,2267,95.356342,-0.094525,-2.827535,2315,96.049033,-0.102278,-2.528923,1907,95.433901,-0.100844,-2.427268,1680,97.19138,-0.029039,-2.275303,1311
43862,"E09000005","Brent","London",95.879411,-0.751979,-3.261878,1451,96.578361,-0.67636,-2.455951,1134,96.736202,-0.741091,-3.547284,1405,95.277227,-0.745392,-3.476543,1626,94.660518,-0.911898,-4.063046,2246,94.625316,-0.766625,-3.694249,2297,95.311773,-0.767587,-3.474838,1893,94.667701,-0.802859,-3.423676,1667,96.484385,-0.727426,-3.141024,1301
43891,"E09000005","Brent","London",95.608451,-0.282605,-3.530244,1447,96.387525,-0.197597,-2.716979,1132,96.460895,-0.284596,-3.759584,1401,95.032543,-0.256813,-3.719411,1622,94.252575,-0.430954,-4.398861,2236,94.319651,-0.323027,-3.882519,2290,95.005168,-0.321686,-3.741775,1887,94.368413,-0.316146,-3.747463,1661,96.233352,-0.26018,-3.389008,1298
43922,"E09000005","Brent","London",95.63326,0.025948,-3.345856,1447,96.472036,0.087679,-2.554694,1133,96.475585,0.015229,-3.552384,1401,95.066249,0.035468,-3.51403,1622,94.209927,-0.045249,-4.206815,2235,94.33163,0.0127,-3.617404,2290,95.022423,0.018162,-3.538341,1887,94.379062,0.011285,-3.565389,1662,96.264986,0.032873,-3.210864,1298
43952,"E09000005","Brent","London",96.376723,0.77741,-2.612225,1459,97.266828,0.823858,-1.838633,1142,97.225211,0.777011,-2.806681,1412,95.815607,0.788248,-2.743747,1635,94.861829,0.691968,-3.51839,2251,95.062616,0.774911,-2.83899,2308,95.742109,0.757386,-2.832143,1901,95.100913,0.764842,-2.821409,1674,97.020818,0.785157,-2.478951,1309
43983,"E09000005","Brent","London",96.662895,0.296931,-2.470207,1463,97.588843,0.331063,-1.729268,1146,97.524385,0.307712,-2.646403,1416,96.101959,0.298857,-2.585855,1640,95.069936,0.219379,-3.379872,2256,95.357364,0.310057,-2.674294,2315,96.004117,0.27366,-2.71723,1906,95.366238,0.278993,-2.657864,1679,97.318338,0.306656,-2.342988,1313
44013,"E09000005","Brent","London",96.722917,0.062094,-2.325311,1464,97.673678,0.086931,-1.627832,1147,97.59809,0.075576,-2.486264,1417,96.165898,0.066532,-2.430674,1641,95.082708,0.013434,-3.176312,2256,95.413614,0.058988,-2.502534,2316,96.044173,0.041724,-2.569267,1907,95.422501,0.058997,-2.484061,1680,97.383035,0.06648,-2.212333,1313
44044,"E09000005","Brent","London",96.593716,-0.133578,-2.225991,1462,97.565604,-0.110648,-1.606747,1146,97.464617,-0.136757,-2.333257,1416,96.014913,-0.157005,-2.322609,1638,94.976541,-0.111657,-2.967637,2254,95.281117,-0.138866,-2.366847,2313,95.896694,-0.153554,-2.472054,1904,95.308118,-0.119871,-2.364394,1678,97.251304,-0.13527,-2.122191,1312
